941.25 574.3802 
958.1377 596.95 
968.75 612.8106 
990.555 638.05 
996.25 646.5614 
1023.75 649.8351 
1048.712 679.15 
1051.25 682.9433 
1078.75 702.3999 
1106.25 718.5761 
1108.235 720.25 
1133.75 739.5617 
1161.25 758.8037 
1165.018 761.35 
1188.75 777.4768 
1216.25 793.0514 
1235.288 802.45 
1243.75 807.5061 
1271.25 824.3952 
1298.75 842.0371 
1306.022 843.55 
1326.25 847.7586 
1353.75 853.7404 
1381.25 865.3744 
1408.75 881.3289 
1414.381 884.65 
1436.25 897.5474 
1463.75 903.5001 
1491.25 890.7305 
1518.75 890.0395 
1546.25 891.9115 
1554.81 884.65 
1573.75 856.7957 
1583.02 843.55 
1601.25 817.4924 
1613.376 802.45 
1628.75 770.6301 
1633.234 761.35 
1652.973 720.25 
1656.25 708.4627 
1661.688 679.15 
1668.023 638.05 
1674.243 596.95 
1678.477 555.85 
1681.061 514.75 
1683.24 473.65 
1683.75 463.9808 
1685.571 432.55 
1687.395 391.45 
1687.161 350.35 
1686.279 309.25 
1685.397 268.15 
1684.515 227.05 
1683.75 189.067 
1683.693 185.95 
1683.032 144.85 
1682.37 103.75 
1681.698 62.65 
1680.945 21.55 
