886.25 577.8223 
913.75 577.8223 
941.25 579.7639 
954.4389 596.95 
968.75 618.3386 
984.9379 638.05 
996.25 654.9564 
1023.75 657.7878 
1041.274 679.15 
1051.25 694.0599 
1073.891 720.25 
1078.75 727.5126 
1106.25 733.0045 
1130.596 761.35 
1133.75 766.0633 
1161.25 789.4633 
1180.325 802.45 
1188.75 805.4179 
1216.25 826.2179 
1243.505 843.55 
1243.75 843.7216 
1271.25 861.3396 
1298.75 878.9577 
1326.25 884.508 
1326.714 884.65 
1353.75 894.9244 
1381.25 910.7837 
1406.792 925.75 
1408.75 926.897 
1436.25 943.5546 
1463.75 960.0878 
1482.193 966.85 
1491.25 970.8447 
1518.75 971.4996 
1546.25 976.0085 
1573.75 980.5175 
1601.25 973.3199 
1615.027 966.85 
1628.75 959.1822 
1656.25 943.8162 
1673.107 925.75 
1683.75 908.5213 
1698.757 884.65 
1711.25 864.7774 
1723.759 843.55 
1738.225 802.45 
1738.75 800.065 
1747.268 761.35 
1755.29 720.25 
1760.285 679.15 
1763.787 638.05 
1766.25 608.411 
1767.202 596.95 
1769.766 555.85 
1771.429 514.75 
1772.254 473.65 
1773.078 432.55 
1773.629 391.45 
1773.141 350.35 
1772.652 309.25 
1772.164 268.15 
1771.273 227.05 
1770.352 185.95 
1769.481 144.85 
1768.423 103.75 
1767.282 62.65 
1766.25 25.44948 
1766.142 21.55 
